标题,价格,销量,店铺,地点,,,
官方降价honor/荣耀 荣耀V20全面屏手机麒麟980华为手机新品现货,"￥1,918.00",52人付款,深圳佳发通讯,广东 深圳,,,
vivo Y85全面屏智能4G手机全网通正品Y85A拍照手机vivoy83双卡,￥900.00,48人付款,wei斌1314,云南 红河,,,
【现货当天发】Xiaomi/小米 小米9 透明尊享版 全面屏 非5G手机,"￥2,999.00",94人付款,迁安小米精诚通讯,北京,,,
现货发售 Apple/苹果 iPhone XR Max新款iPhoneXs苹果XS港版手机,"￥3,712.50",41人付款,wangying15870022201,广东 广州,,,
Apple/苹果 iPhone XR iPhoneXS MAX 港版美版日版有锁无锁xr手机,"￥3,550.00",56人付款,启航数码007,广东 深圳,,,
Apple/苹果 iPhone X 国行iphonex三网通手机10港版美版三网无锁,"￥5,276.70",17人付款,zxsgtc,湖北 武汉,,,
纽曼 R15迷你卡片手机移动电信版学生手机超薄非智能高中生专用直板卡片机男女款正品个性备用小手机超长待机,￥158.00,191人付款,纽曼深圳专卖店,广东 深圳,,,
vivo X9S全网通2000万柔光双摄vivo X9双卡手机vivox9s Plus正品,"￥1,000.00",87人付款,一宅一花绿植学院,北京,,,
Sony/索尼 Xperia XZ2 索尼手机港版XZ2 2018新款手机,"￥1,800.00",76人付款,洪盛通讯2012,广东 深圳,,,
西安Apple/苹果 iPhone XR 苹果XR 6.1寸iphonexr 国行xr双卡手机,"￥4,888.00",43人付款,炫和科技,陕西 西安,,,
特价64G仅1109起Samsung/三星 Galaxy A6S SM-G6200全网通4G手机,￥950.40,51人付款,苏苏通讯,广东 深圳,,,
迈凯伦OnePlus/一加 一加手机6 1加6全新六1+6t 复联版256G全网通,"￥1,939.00",28人付款,淘酷tool,广东 深圳,,,
【抢券立减50！】华为HUAWEI nova3i 6+128G全屏自拍智能4G手机,"￥2,399.00",118人付款,苏宁易购官方旗舰店,江苏 南京,,,
Meitu/美图 美图T9 全网通4G智能手机 美颜瘦身拍照手机,"￥2,199.00",34人付款,苏宁易购官方旗舰店,江苏 南京,,,
降70元+送荣耀耳机/华为honor/荣耀 荣耀9i 全面屏全网通手机官方旗舰店新品降价10青春正品11x学生8x畅享v9,"￥1,129.00",48人付款,三际数码官方旗舰店,山东 济南,,,
64G高配899/直降200元/ 诺基亚x5 Nokia/诺基亚 X5手机全面屏双摄x6官方正品旗舰店智能5新x6洛基亚x7plus 8s,￥899.00,42人付款,三际数码官方旗舰店,山东 济南,,,
【聚享优惠价】Philips/飞利浦 E108 实惠机老人机功能机儿童备用机,￥99.00,202人付款,中国移动手机官方旗舰店,广东 广州,,,
【4+128G】Gome/国美 K1全网通4G智能手机安卓纯净版移动电信手机,￥399.00,171人付款,太平洋通信,广东 深圳,,,
极光紫现货HUAWEI 畅享9 PLUS 荣耀9p华为手机6+128官网正品puls,"￥1,188.00",54人付款,度伊特2009,湖北 武汉,,,
军工三防大容量电池路虎全网通4G超长待机智能老人手机大喇叭防水,￥791.56,78人付款,骏信商贸,广东 深圳,,,
【分期购送豪礼】Huawei/华为 mate9全网通 mate 9高配4G手机现货,￥826.00,44人付款,创意想象,广东 深圳,,,
DOOV/朵唯 V31S全网通4G移动联通电信全面屏老年老人大字智能手机,￥289.00,1291人付款,彩虹色的蜻蜓,广东 深圳,,,
纽曼 W560学生手机非智能按键机移动版正品可爱卡通小学生专用女款迷你儿童手机戒网瘾直板小巧老年老人手机,￥88.00,186人付款,纽曼深圳专卖店,广东 深圳,,,
华为官方正品honor/荣耀 荣耀10青春版6G+64G/128G全面屏降价手机,"￥1,099.00",37人付款,sunhonpe,广东 深圳,,,
Sony/索尼 Xperia XZ Premium索尼xzp双卡双待4G防水镜面手机4K屏,"￥1,500.00",67人付款,金利来科技,广东 深圳,,,
OPPO A57全网通指纹解锁双卡智能正品手机32G超薄A37美颜自拍NFC,￥420.00,194人付款,开心购物站88,广东 广州,,,
现货Samsung/三星 SM-N9600 GALAXY Note9 正品原装手机香港采购,"￥3,298.00",25人付款,点点通讯2009,广东 深圳,,,
华为P20pro降价Huawei/华为 P20 Pro极光色全网通4G智能P30手机,"￥2,570.00",45人付款,划地球,上海,,,
Huawei/华为 Mate 20 Pro 曲面屏后置徕卡三镜头980芯片智能手机,"￥2,970.00",18人付款,860803华晶,浙江 杭州,,,
MELROSE 2019迷你微型超小型智能小屏手机4G电信袖珍卡片学生网红,￥298.00,364人付款,耿58318595,广东 深圳,,,
【直降100元】Huawei/华为 畅享 8e 青春版 4G全面屏智能手机大音量老人小屏三卡槽全网通官方旗舰店官网正品,￥699.00,7人付款,易橙数码专营店,辽宁 大连,,,
Huawei/华为 P10 Plus全网通4G双卡双待正品智能p10手机 花呗分期,￥999.00,32人付款,深成数码商行,广东 深圳,,,
纽曼 M6老年手机超长待机移动老人机大屏正品老年机大字大声老人手机按键直板女款诺基亚经典款学生备用机,￥155.00,590人付款,宸欣数码专营店,广东 深圳,,,
vivo y67全网通手机指纹解锁vivoy66正品步步高vivoY67学生全新机,￥420.00,207人付款,宝贝你是我的特权,广东 深圳,,,
【12期分期】OPPO A9 oppoa9手机全新机 全网通oppoa5手机a9x r11,"￥1,399.00",113人付款,oppo手机总代理,广东 广州,,,
DOOV/朵唯 V31C 全网通4G老人智能手机老年机大字大声大屏超长待机5.0寸安卓备用学生低价便宜手机500元以下,￥299.00,25人付款,天讯蓝图数码专营店,广东 深圳,,,
Apple/苹果 iPhone XR 手机港版大陆国行美版欧版韩版 日版有锁,"￥3,450.00",42人付款,ji19921123,上海,,,
索爱 SA-Z6大屏老人翻盖手机老年机男女款超长待机老人机移动联通,￥229.00,195人付款,琪讯达数码专营店,广东 深圳,,,
新品honor/荣耀 荣耀20i 全面屏全网通华为荣耀20i全新正品手机,"￥1,288.00",38人付款,度伊特2009,湖北 武汉,,,
vivo iQOO游戏手机vivoiqoo骑士黑爱酷手机ipoovivoiq00voviiqoo,"￥2,798.00",26人付款,长歌小轩,广东 东莞,,,
现货当天发OnePlus/一加7pro手机OnePlus/一加 A6010 1加7骁龙855,"￥2,870.01",33人付款,tb18742644,广东 广州,,,
Xiaomi/小米 6X 全面屏全网通4G智能手机6x手机美颜双摄拍照128G,￥688.00,83人付款,世佳数码店,广东 深圳,,,
当天发Samsung/三星 Galaxy A60 SM-A6060元气版手机a60 a70 a80,"￥1,288.00",27人付款,美图专门店,广东 深圳,,,
荣耀Huawei/华为 畅享8全网通4G全面屏双摄华为手机官方旗舰店正品手机荣耀8xmax8plus,￥899.00,10人付款,晋商数码专营店,北京,,,
Apple/苹果 iPhone XS Max 苹果xs 手机 iphone XS港版国行双卡XR,"￥6,720.00",24人付款,860803华晶,浙江 杭州,,,
纽曼 L8S三防老人手机大字大声大屏直板按键老年手机移动电信版正品老人机超长待机全网通天翼功能备用机女款,￥119.00,46人付款,纽曼深圳专卖店,广东 深圳,,,
【以旧换新】Huawei/华为 Mate 20 Pro全面屏手机mate20全网通20x,"￥2,888.00",22人付款,远航通讯16,四川 成都,,,
送无线充华为HUAWEI HUAWEI P30 PRO官方正品曲面拍照手机20降价,"￥3,988.00",16人付款,tb97629816,四川 成都,,,
【现货速发】vivo iQOO高通855处理器手机vivoiqoo x23 x27 NEX,"￥2,275.02",23人付款,执子之手9308,山东 济南,,,
华为HUAWEI 畅享9 官方正品现货学生高清全面屏百元智能手机官网,￥849.00,15人付款,xilejiemaoyi,广东 深圳,,,
降价【选充电宝】华为honor/荣耀 畅玩7A全网通官方旗舰店手机正品畅享8p7x7c全面屏智能手机大字大声大屏,￥599.00,8人付款,八连星手机专营店,上海,,,
分期免息华为honor/荣耀 荣耀V10全网通正品v9i全面屏智能4G手机,"￥1,429.00",97人付款,网尚购物1688,上海,,,
Huawei/华为 Mate 9全网通 6G+128g移动联通电信版4G手机,"￥1,108.00",58人付款,彬彬数码通讯998,广东 深圳,,,
新品现货 中兴天机AXON10 Pro ZTE/中兴 A2020 Pro 全网通5G手机,"￥3,199.00",33人付款,happiness816,江西 赣州,,,
5G网络新手机骁龙845八核全面屏大屏超薄智能千元高通全网通魅果,￥858.00,74人付款,百合通aa,广东 深圳,,,
华为nova 2s Huawei/华为 Mate 9 Pro 6GB+128GB手机官方旗舰店正品 3i 4e 荣耀9i 畅享9plus 9s 9e畅玩8x 8a,"￥1,358.00",11人付款,八连星手机专营店,上海,,,
vivi v18超薄水滴屏全网通4G电信移动联通游戏智能手机学生价128G,￥488.00,294人付款,恒顺高数码123,广东 深圳,,,
Apple/苹果 iPhone X国行 港版美版iphonex全网通手机 一楼土木人,"￥4,299.00",25人付款,土木良品店铺,湖北 武汉,,,
黑鲨 X23水滴屏全网通4G双卡指纹解锁学生价智能游戏手机8+256,￥268.00,579人付款,大牛网购店1,广东 深圳,,,
现货Samsung/三星 GALAXY S9+港版全网通4G盖乐世S9 plus曲屏手机,"￥1,314.72",165人付款,爱人丽彤通信,广东 深圳,,,
【5G手机现货】Samsung/三星 Galaxy S10 SM-G9730 S10e S10+ 5G,"￥3,399.00",68人付款,北京盛华威科技有限公司,北京,,,
Apple/苹果 iPhone XR 苹果iPhone xr 6.1寸 双卡双待 国行 手机,"￥4,980.00",60人付款,静房王树楷,上海,,,
OPPO R17 全面屏全新正品oppo r17手机r15手机oppor17pro手机Reno,"￥1,781.01",77人付款,全球数码通信商城,湖北 武汉,,,
16s魅族手机【新品魅族16xs预约】Meizu/魅族 16s骁龙855新品16xs,"￥1,698.00",83人付款,新科技商城,河南 郑州,,,
iPhone xs max送蓝牙耳机Apple/苹果 iPhone X手机 iphone xs Max,"￥5,698.00",13人付款,jiute999,河南 郑州,,,
Xiaomi/小米 MIX 2S 8+256G白色全面屏骁龙845双摄mix2s商务智能拍照大屏 游戏手机,"￥2,599.00",43人付款,苏宁易购官方旗舰店,江苏 南京,,,
上海中兴守护宝L610 电信老人手机 大屏大按键 老人机 老年手机 学生商务备用 电信手机,￥199.00,330人付款,苏宁易购官方旗舰店,江苏 南京,,,
顺丰现货发139起[送耳机壳膜] Nokia/诺基亚 新105经典老人机功能迷你小手机老年机学生备用官方旗舰店经典款,￥139.00,374人付款,三际数码官方旗舰店,山东 济南,,,
6+64G版1199起现货【3期免息】Nokia/诺基亚 X6全面屏手机6x新品现货x7 x6 8s正品官方旗舰店x5洛基亚7p,￥949.00,42人付款,三际数码官方旗舰店,山东 济南,,,
原封Huawei/华为 P20 Pro8G+128G/256G极光色降价闪蝶保时捷手机,"￥2,488.00",32人付款,sunhonpe,广东 深圳,,,
Xiaomi/小米 Redmi Note 7 全面屏手机4800w像素红米Note7 Pro,￥939.00,72人付款,徐m小妖,广东 深圳,,,
【0利冲冠】现货花呗分期Apple/苹果 iPhone XS手机4G全面屏xsmax,"￥6,669.00",14人付款,hanxunduke,河南 郑州,,,
Apple/苹.果 i.Phone 6手机原装正品全网通4G移动联通电信苹果.6,￥748.00,131人付款,清风清风清风33,广东 深圳,,,
【6G+64G】vivo Z3骁龙710水滴屏vivoz3 6G vivoY93 Z1全网通手机,￥958.00,83人付款,wallter_yuan,山东 济南,,,
原装Huawei/华为 Mate RS 保时捷设计华为20保时捷 rs限量版手机,"￥7,424.01",11人付款,阿奎通讯行,江苏 常州,,,
vivo Y97 Y93S原封正品水滴屏手机新品 vivoy97 vivoy85 y93 y93s,￥980.00,134人付款,sujianjun86,浙江 杭州,,,
【256G当天发】vivo iQOO全新电竞游戏手机骁龙855艾酷 vivoiqoo,"￥2,499.00",20人付款,九一数码商城,广东 深圳,,,
【送大礼盒】vivo iQOO艾酷骁龙855屏幕指纹全网通手机vivoiqoo,"￥2,448.00",12人付款,子洁0791,江西 南昌,,,
顺丰速发Huawei/华为 畅享7全网通4G手机8plus老人老年手机华为官方旗舰店华为畅享7p/7s/8/8p/8e手机官网,￥609.00,21人付款,久汇数码专营店,广东 深圳,,,
【支持下水】Samsung/三星 GALAXY S8+ Plus三星S8港版美版手机,"￥1,680.00",48人付款,王光耀2012,上海,,,
OBXIN/欧博信X21全网通全面屏刘海水滴学生智能一体机8G运行手机,￥358.00,113人付款,紫色角洛,广东 深圳,,,
华为honor/荣耀 畅玩7全网通4G智能手机7C/7A大屏大字学生老人机,￥479.00,542人付款,彩虹色的蜻蜓,广东 深圳,,,
3期免息/送手环 OPPO Reno opporeno手机OPPO Reno10倍变焦版手机,"￥2,698.00",22人付款,子洁0791,江西 南昌,,,
[正品] 创星（手机） 3310老人手机超长待机大屏大字大声直板按键移动电信版女诺基亚老年机儿童学生小手机,￥68.00,592人付款,深圳易乐购数码专营店,广东 深圳,,,
honor/荣耀 荣耀V10全网通全面屏正品智能人脸识别双4G手机分期,"￥1,470.00",9人付款,创意想象,广东 深圳,,,
领券减20魅族16Plus【3期免息选手环/天猫精灵】中移动Meizu/魅族 16th Plus官方旗舰店手机16x note8 M15,"￥2,698.00",3人付款,中国移动官方旗舰店,浙江 杭州,,,
Samsung/三星 Galaxy S7 Edge SM-G9350曲屏4G9300直屏全网通手机,￥980.00,116人付款,小笨蛋716,上海,,,
直降Huawei/华为 Mate 20 Pro降价mate20x粉官方手机ud版m20华por,"￥2,528.00",33人付款,度伊特2009,湖北 武汉,,,
DOOV/朵唯A55全网通4G刘海全面屏智能手机正品学生价千元下超薄游戏全屏指纹一体微信八开安卓大屏老人老年机,￥699.00,10人付款,佳佳购数码专营店,广东 深圳,,,
手机降价nova4e现货Huawei/华为 nova 4e手机分期关晓彤华nove4e,"￥1,489.60",26人付款,雨宇数码,浙江 杭州,,,
直降580 honor/荣耀 畅玩7X 全面屏9i手机荣耀8X7CA,￥780.00,188人付款,合欢之城,广东 深圳,,,
原封未拆港台版 HTC U11 ocean htc u-3w u11三网电信 双4G手机,"￥1,080.00",47人付款,azhu799,广东 深圳,,,
Huawei/华为 Mate 20 Prox ud版8+128g馥蕾红手机全新p30pro降价,"￥2,700.00",33人付款,tb628398367,湖北 武汉,,,
honor/荣耀 畅玩6全网通老人4G智能安卓5.0英寸手机 畅玩6A 畅玩7X 8X 畅玩全网通手机 畅玩7全网通手机,￥499.00,26人付款,旭翼数码专营店,上海,,,
OnePlus/一加 一加手机5 一加5T 一加五 一加6手机 A5000 A5010,"￥1,519.00",63人付款,淡泊谁能主权,广东 深圳,,,
到手1399起/3期免息/套餐+0元起/中移动Meizu/魅族 魅蓝 E3官方旗舰店16手机note8 x8 16x V8,"￥1,399.00",0人付款,中国移动官方旗舰店,浙江 杭州,,,
小米有品多亲AI手机qin 1s+功能电话移动联通电信4G全网通按键智能可上微信超长待机小爱同学直板学生老年机,￥379.00,11人付款,久汇数码专营店,广东 深圳,,,
正品全面水滴屏5G网络千元商务手机256G大内存超长待机分屏全网通,"￥1,147.18",41人付款,大王炸不炸,广东 深圳,,,
BlackBerry/黑莓 Priv学生备用手机安卓曲屏滑盖键盘4G智能旗舰2K,￥550.00,165人付款,jason_vicky_2009,广东 深圳,,,
Meitu/美图T9美少女战士T9颐和园美图美颜拍照V6 M8S美图手机V7,"￥1,488.00",31人付款,aizemaiti,上海,,,
现货OnePlus/一加 GM1910 1+7一加7pro手机官方旗舰骁龙855一加七,"￥2,999.00",20人付款,淘酷tool,广东 深圳,,,
领券送礼Philips/飞利浦 E218L翻盖手机老人机超长待机大字大声大屏双卡双待商务按键男女款学生移动老年手机,￥278.00,93人付款,万通郑捷数码专营店,广东 深圳,,,
【亏本冲量】vivo S1 X27 升降摄像头零界全面屏全网通手机vivos1,"￥1,642.41",22人付款,正方形数码,山东 济南,,,
【送无线充】Xiaomi/小米 MIX 2S全面屏手机8S骁龙845双摄无线充,"￥1,474.11",45人付款,徐光赏,江苏 常州,,,
顺丰速发 新品Meizu/魅族16s旗舰店官方正品全网通4800万OIS光学防抖骁龙855全面屏智能6g+128g 8+256g手机,"￥3,198.00",13人付款,meizu绰唯专卖店,上海,,,
正品Huawei/华为 畅享8 全网通4G智能手机5.99英寸全面屏手机三卡,￥599.00,79人付款,太平洋通信,广东 深圳,,,
俄罗斯yotaphone3双面屏YOTAPHONE3墨水屏优它正品手机,￥999.00,48人付款,周梅军,广东 深圳,,,
Sony/索尼 XPERIA X1 2019新款 XZ4 索尼Xperia1 港版手机 老王,"￥5,899.00",35人付款,hk_潮流網購,广东 深圳,,,
【送：耳机】Xiaomi/小米 红米手机4X手机全网通4G超薄智能手机骁龙5.0英寸超长待机Note 4X,￥569.00,24人付款,乐自由数码专营店,北京,,,
【现货速发】Xiaomi/小米 小米Max3全面屏AI大屏智能手机正品max3,￥840.02,70人付款,天晧科技,广东 深圳,,,
国行 美版Unihertz Atom PHONE三防全网通双卡安卓8小智能4G手机,"￥1,816.21",30人付款,mupe365,上海,,,
红米6A现货发Xiaomi/小米 红米6a 全网通版手机正品官方旗舰店红米6老人学生机6pro,￥699.00,16人付款,中国移动手机官方旗舰店,广东 广州,,,
新品honor/荣耀 荣耀8X MAX全面屏手机荣耀8x MAX 8x max手机现货,"￥1,198.00",50人付款,才发现永远太近,辽宁 大连,,,
无锁美版现货苹果iPhone X全新iphone10 iphone x手机正品苹果8X,"￥4,500.00",15人付款,全橙智能生活,上海,,,
分期0首付Apple/苹果 iPhone 7 Plus 苹果7plus手机全网通现货,"￥3,458.00",16人付款,最低最诚信,江苏 南京,,,
现货Lenovo/联想 Z6青春版 全网通4G 联想Z6手机骁龙710 北斗导航,"￥1,077.12",44人付款,诚信实拍数码,广东 深圳,,,
UniscopE/优思 US2军工三防直板老人手机超薄超长待机老年机按键老年手机备用机学生机大屏大声正品老人机,￥99.00,140人付款,青柠时代数码专营店,江苏 南京,,,
